order_id,profit,Profit_Tier
CA-2011-163293,30.19680,"Low Profit"
ES-2013-3561047,4.92000,"Low Profit"
ES-2012-5016521,5.04000,"Low Profit"
IT-2014-2448536,-6.48000,Loss
MX-2014-166254,50.40000,"High Profit"
CA-2012-121188,29.15280,"Low Profit"
ES-2014-1113356,19.67400,"Low Profit"
ID-2012-74630,-20.62500,Loss
MX-2013-157665,16.10000,"Low Profit"
ES-2012-5642589,83.52000,"High Profit"
ES-2011-1647523,47.59800,"Low Profit"
US-2013-123078,-11.37600,Loss
MX-2013-132801,1.76000,"Low Profit"
IT-2014-4809306,-80.82000,Loss
CA-2014-100111,18.10440,"Low Profit"
IN-2014-62730,43.65450,"Low Profit"
IN-2014-83310,3.96000,"Low Profit"
MX-2012-144561,57.60000,"High Profit"
RO-2011-2950,15.96000,"Low Profit"
IN-2011-75323,261.81900,"High Profit"
IN-2013-52230,5.70000,"Low Profit"
IN-2012-54491,78.06000,"High Profit"
MX-2011-119746,117.36000,"High Profit"
PL-2011-4090,62.43000,"High Profit"
US-2014-126032,-26.83200,Loss
IN-2014-40400,17.55000,"Low Profit"
MX-2012-148054,-219.85600,Loss
IN-2014-51033,91.87500,"High Profit"
ES-2013-1598291,23.13000,"Low Profit"
MX-2011-158204,1.42000,"Low Profit"
ES-2011-2130034,18.90000,"Low Profit"
IN-2014-81154,20.70000,"Low Profit"
IT-2011-5015979,-193.05600,Loss
ES-2011-2722980,24.06000,"Low Profit"
US-2012-103254,-0.60000,Loss
ES-2012-4430401,23.22000,"Low Profit"
US-2011-158554,-332.28000,Loss
MX-2014-153549,53.12000,"High Profit"
ES-2014-4407511,20.58000,"Low Profit"
TZ-2013-7270,9.90000,"Low Profit"
ES-2011-4272488,340.83000,"High Profit"
MX-2013-141425,17.74400,"Low Profit"
IN-2014-25637,1.59000,"Low Profit"
CA-2014-155698,9.93600,"Low Profit"
ES-2014-2299862,-0.03000,Loss
ES-2011-4709704,97.38000,"High Profit"
US-2013-123085,-321.41600,Loss
IR-2012-1650,3.36000,"Low Profit"
MX-2014-109043,2.04000,"Low Profit"
IT-2014-1036058,99.36000,"High Profit"
US-2013-167101,-1.23200,Loss
MX-2014-147487,1.02000,"Low Profit"
MX-2011-160969,3.16000,"Low Profit"
IT-2014-3261574,-7.35000,Loss
ID-2014-73272,-32.36160,Loss
ID-2013-57333,-7.14000,Loss
ES-2013-5056342,89.70000,"High Profit"
CA-2011-131947,0.45920,"Low Profit"
HR-2014-1830,1.71000,"Low Profit"
SF-2013-1600,6.12000,"Low Profit"
IR-2011-4250,2.37000,"Low Profit"
CA-2012-103835,335.85480,"High Profit"
SG-2013-5580,70.92000,"High Profit"
IN-2014-20338,2.67900,"Low Profit"
MX-2014-130890,-28.40000,Loss
IT-2014-5878187,-36.48000,Loss
CA-2011-137911,31.06880,"Low Profit"
MX-2014-104941,2.60000,"Low Profit"
IN-2013-12036,45.69000,"Low Profit"
MX-2014-145828,17.52000,"Low Profit"
MX-2014-158505,287.16000,"High Profit"
IT-2012-1314917,44.91600,"Low Profit"
US-2014-118794,8.99200,"Low Profit"
MX-2014-158386,14.58000,"Low Profit"
ES-2012-2223892,-155.17500,Loss
CA-2014-112004,-6.30300,Loss
IV-2012-7600,47.52000,"Low Profit"
IT-2013-2925328,-10.26000,Loss
AG-2012-8490,7.68000,"Low Profit"
ID-2012-78207,-269.79120,Loss
CA-2013-168557,3.12480,"Low Profit"
UP-2014-1400,3.12000,"Low Profit"
CA-2012-149972,0.00000,"Low Profit"
IN-2013-52419,0.88440,"Low Profit"
CA-2013-156685,3.57120,"Low Profit"
IN-2013-15466,28.50000,"Low Profit"
CA-2013-130078,4.75200,"Low Profit"
RS-2012-6690,43.92000,"Low Profit"
ID-2011-61876,-11.83500,Loss
IN-2014-71235,24.49800,"Low Profit"
US-2011-114342,-411.32800,Loss
MX-2011-117107,2.90000,"Low Profit"
ES-2012-5195118,106.86000,"High Profit"
IN-2014-59475,0.31020,"Low Profit"
IN-2011-46413,91.95000,"High Profit"
IR-2013-6870,0.39000,"Low Profit"
CA-2014-147277,66.54080,"High Profit"
CA-2014-155558,2.95680,"Low Profit"
IT-2013-4559122,3.78000,"Low Profit"
MX-2012-118248,8.80000,"Low Profit"
IN-2011-44558,28.68000,"Low Profit"
US-2012-126284,-1.33600,Loss
CA-2012-146829,-1.89040,Loss
IN-2014-18917,59.76000,"High Profit"
ES-2012-3770443,8.91000,"Low Profit"
IN-2014-81399,11.25000,"Low Profit"
UP-2012-5910,1.89000,"Low Profit"
CA-2012-150413,-2.83800,Loss
ID-2012-13268,-7.60800,Loss
MA-2013-1850,653.40000,"High Profit"
US-2013-128482,-221.34000,Loss
US-2014-160164,-51.45600,Loss
IT-2012-2834141,-7.74000,Loss
MX-2014-143763,7.90000,"Low Profit"
US-2013-131912,3.81680,"Low Profit"
CA-2013-147368,-27.82800,Loss
ES-2014-2022735,30.00000,"Low Profit"
SA-2012-7870,199.92000,"High Profit"
US-2012-161053,-51.92000,Loss
AO-2014-2110,5.40000,"Low Profit"
US-2012-138093,20.58500,"Low Profit"
IN-2014-53070,105.51360,"High Profit"
US-2012-138464,-44.06480,Loss
ES-2013-3046064,8.28000,"Low Profit"
CA-2014-100951,54.05700,"High Profit"
CA-2014-152807,7.25760,"Low Profit"
CA-2011-125731,7.60480,"Low Profit"
TO-2013-3020,0.84000,"Low Profit"
IZ-2014-2130,2.58000,"Low Profit"
IR-2013-6870,8.76000,"Low Profit"
IR-2014-1670,10.50000,"Low Profit"
US-2013-161697,-6.72000,Loss
MX-2014-160241,242.00000,"High Profit"
CA-2011-143182,4.03830,"Low Profit"
IN-2014-31321,34.84200,"Low Profit"
MX-2011-140697,1.76000,"Low Profit"
ES-2013-3394564,14.94000,"Low Profit"
IN-2014-60175,7.92000,"Low Profit"
US-2013-128965,-40.01600,Loss
TU-2014-6570,-22.12800,Loss
IN-2013-13387,2.25000,"Low Profit"
TU-2011-6180,-142.51200,Loss
ES-2014-2298874,91.62000,"High Profit"
IT-2012-1319120,-120.79200,Loss
IZ-2012-3720,32.76000,"Low Profit"
MO-2014-8700,10.20000,"Low Profit"
IN-2013-60364,181.56000,"High Profit"
CA-2013-142545,6.56880,"Low Profit"
MX-2013-127880,7.98000,"Low Profit"
IN-2013-59888,-5.14800,Loss
US-2011-153017,-8.26000,Loss
ES-2012-5959969,75.04200,"High Profit"
CA-2011-124394,-17.99640,Loss
CA-2012-158659,207.14700,"High Profit"
CA-2013-154018,-11.00050,Loss
IT-2011-2600640,2.68800,"Low Profit"
CA-2012-114300,23.44160,"Low Profit"
US-2011-112991,12.44160,"Low Profit"
CA-2013-125815,5.21640,"Low Profit"
CA-2011-113383,76.47000,"High Profit"
IT-2013-4191455,-743.27400,Loss
CA-2013-138478,29.43720,"Low Profit"
MO-2011-3300,75.24000,"High Profit"
ES-2012-2287053,-776.32500,Loss
MX-2013-154144,2.08000,"Low Profit"
CA-2014-130211,23.31630,"Low Profit"
US-2013-143644,-0.69600,Loss
US-2012-168732,12.44160,"Low Profit"
MA-2014-6360,59.40000,"High Profit"
ID-2013-62352,14.49000,"Low Profit"
IN-2011-25588,66.15000,"High Profit"
CA-2011-145387,481.47000,"High Profit"
IN-2014-69527,9.54000,"Low Profit"
ES-2013-4851162,7.89000,"Low Profit"
IN-2014-42801,27.48000,"Low Profit"
IT-2014-5637241,0.72000,"Low Profit"
ES-2014-1848240,24.33000,"Low Profit"
AG-2012-4910,9.72000,"Low Profit"
ES-2013-4020783,25.11000,"Low Profit"
CA-2012-200,7.14000,"Low Profit"
MX-2012-140018,3.60000,"Low Profit"
ID-2014-19813,-16.10400,Loss
RO-2014-6420,215.52000,"High Profit"
CA-2012-490,0.36000,"Low Profit"
US-2014-136679,-27.29220,Loss
CA-2011-119151,55.89600,"High Profit"
US-2014-109967,-22.42800,Loss
IT-2014-1003060,-24.57000,Loss
ID-2013-85347,-5.99400,Loss
ES-2013-4858481,0.00000,"Low Profit"
ID-2014-56339,-39.31200,Loss
IR-2014-1860,9.33000,"Low Profit"
CA-2014-149160,11.07600,"Low Profit"
MX-2012-127446,13.68000,"Low Profit"
EG-2011-7790,4.53000,"Low Profit"
IT-2012-2157465,73.69200,"High Profit"
RS-2014-9190,25.74000,"Low Profit"
PL-2014-6080,58.29000,"High Profit"
IN-2011-22368,2.58000,"Low Profit"
EG-2014-9390,41.28000,"Low Profit"
ID-2014-35038,-210.99720,Loss
CA-2013-4830,11.40000,"Low Profit"
CA-2013-131065,2.37600,"Low Profit"
IN-2014-17384,2.94000,"Low Profit"
IN-2012-10041,32.79600,"Low Profit"
MX-2012-154179,97.38000,"High Profit"
CA-2011-127558,3.23520,"Low Profit"
MX-2013-101658,3.48000,"Low Profit"
IT-2014-4709866,-4.50000,Loss
ID-2014-86873,-705.09600,Loss
CA-2014-161459,3.49650,"Low Profit"
US-2013-152800,-1.28400,Loss
MX-2014-133298,2.88000,"Low Profit"
TU-2014-6200,-97.72200,Loss
IN-2012-71088,11.13000,"Low Profit"
IN-2012-37586,0.21750,"Low Profit"
ES-2014-2426460,-5.02200,Loss
MX-2012-154179,6.12000,"Low Profit"
IN-2012-48338,874.16700,"High Profit"
IN-2014-35157,4.86000,"Low Profit"
ES-2013-2911640,34.32000,"Low Profit"
ES-2013-2364306,9.48000,"Low Profit"
ES-2011-2379967,38.04000,"Low Profit"
CA-2012-1970,15.48000,"Low Profit"
CA-2014-106103,54.33320,"High Profit"
ID-2011-30922,-8.55300,Loss
CA-2014-107125,41.12080,"Low Profit"
IN-2014-34639,160.05000,"High Profit"
IN-2013-40687,185.70000,"High Profit"
MX-2014-108889,23.90000,"Low Profit"
IN-2013-49367,7.56000,"Low Profit"
CA-2011-119172,-172.55700,Loss
RS-2013-3080,24.75000,"Low Profit"
ES-2013-1534120,45.15000,"Low Profit"
ES-2014-2505511,-212.17500,Loss
CA-2011-101833,17.22000,"Low Profit"
ES-2014-3785216,63.54600,"High Profit"
MX-2012-153157,55.94400,"High Profit"
ES-2013-4034655,46.62000,"Low Profit"
IN-2011-62037,181.65120,"High Profit"
MX-2014-113586,49.32000,"Low Profit"
US-2014-128118,24.31800,"Low Profit"
MX-2012-143343,28.20000,"Low Profit"
MO-2014-6060,112.68000,"High Profit"
CA-2013-119963,15.87560,"Low Profit"
IN-2012-69870,164.40000,"High Profit"
IN-2012-46259,52.80000,"High Profit"
CA-2013-110772,-48.70320,Loss
BU-2012-1110,12.09000,"Low Profit"
ES-2014-4472745,1040.55000,"High Profit"
CA-2013-106915,4.24080,"Low Profit"
IR-2012-5410,21.60000,"Low Profit"
IT-2014-5285883,-6.39000,Loss
US-2013-164119,-47.56800,Loss
CA-2012-135853,10.35000,"Low Profit"
IT-2014-5393609,-89.85000,Loss
IN-2014-47337,115.20000,"High Profit"
ID-2013-17097,-5.22600,Loss
MX-2012-118185,129.84000,"High Profit"
MX-2012-134110,10.56000,"Low Profit"
CA-2011-139451,4.17200,"Low Profit"
CA-2013-136686,15.82560,"Low Profit"
ID-2014-71403,-10.27440,Loss
IN-2014-79173,30.75600,"Low Profit"
ID-2012-41380,-16.24320,Loss
MX-2012-128755,3.96000,"Low Profit"
US-2013-130379,-4.42800,Loss
MX-2013-107650,16.80000,"Low Profit"
ES-2013-1394541,19.78650,"Low Profit"
ES-2013-2212734,25.80000,"Low Profit"
CA-2011-166730,-8.80380,Loss
CA-2014-156664,1.74870,"Low Profit"
EG-2013-4270,12.36000,"Low Profit"
IN-2013-11518,26.10000,"Low Profit"
CG-2012-8310,68.04000,"High Profit"
CA-2011-141607,4.33100,"Low Profit"
ES-2014-2688044,1.08000,"Low Profit"
MX-2011-139731,-0.03000,Loss
CA-2012-126347,10.50000,"Low Profit"
IN-2014-75603,92.88000,"High Profit"
TU-2014-220,-3.84000,Loss
CG-2013-8200,4.83000,"Low Profit"
IN-2013-56416,3.96000,"Low Profit"
EG-2011-3420,30.36000,"Low Profit"
IN-2011-48009,207.66000,"High Profit"
CA-2011-168368,2.59840,"Low Profit"
NI-2014-3370,-10.17300,Loss
US-2013-119928,-13.37600,Loss
CA-2012-128083,2.93220,"Low Profit"
TU-2014-4510,-6.85800,Loss
ES-2014-5605089,4.59000,"Low Profit"
IT-2013-1215824,35.70000,"Low Profit"
MX-2014-152891,-26.88000,Loss
IN-2014-75603,4.32000,"Low Profit"
CA-2014-119578,50.82540,"High Profit"
CA-2012-139962,18.94000,"Low Profit"
IN-2014-69457,2.61000,"Low Profit"
CG-2012-8310,79.20000,"High Profit"
ES-2014-2388184,32.10000,"Low Profit"
ES-2013-1225665,14.76000,"Low Profit"
IV-2013-4490,6.15000,"Low Profit"
IN-2014-82176,63.14400,"High Profit"
US-2014-128587,4.92800,"Low Profit"
US-2011-108651,-8.22400,Loss
KZ-2012-4400,-67.83000,Loss
TU-2011-6820,-222.81600,Loss
MX-2012-115504,21.42000,"Low Profit"
ES-2011-1831867,40.68000,"Low Profit"
ES-2011-2417338,44.42400,"Low Profit"
MX-2011-143168,70.72496,"High Profit"
ES-2013-2212734,5.94000,"Low Profit"
IN-2012-60385,73.14000,"High Profit"
MX-2013-145303,220.56000,"High Profit"
ES-2011-3091823,616.81500,"High Profit"
ES-2011-2470488,19.95000,"Low Profit"
MX-2013-149937,43.68000,"Low Profit"
CA-2013-101168,6.54720,"Low Profit"
SF-2014-9190,10.86000,"Low Profit"
IN-2014-48814,139.77600,"High Profit"
IN-2014-78116,13.32000,"Low Profit"
ID-2011-26596,-1.50000,Loss
CA-2014-154116,10.73010,"Low Profit"
ES-2011-1460199,6.18000,"Low Profit"
SG-2014-3780,45.81000,"Low Profit"
ES-2011-4715440,10.02000,"Low Profit"
CA-2014-103443,41.68000,"Low Profit"
IN-2014-23929,23.28000,"Low Profit"
IN-2014-81532,18.84000,"Low Profit"
IT-2013-5913315,-0.00300,Loss
US-2014-147368,16.50000,"Low Profit"
US-2012-134558,14.65100,"Low Profit"
AJ-2014-6800,15.84000,"Low Profit"
MX-2012-131128,6.48000,"Low Profit"
IN-2012-29137,-0.65400,Loss
IN-2011-24832,30.96000,"Low Profit"
MX-2013-108553,36.96000,"Low Profit"
IN-2013-76835,1.86000,"Low Profit"
MD-2013-5670,53.49000,"High Profit"
IT-2012-4790620,-535.22700,Loss
CA-2013-127775,71.99100,"High Profit"
